date,items,pettah_average,pettah_min_value,pettah_max_value,food_inflation_Base_2013,percipitation,Bankrupt,pettah_range,pettah_midpoint
10/13/2023,Onion (Rs/Kg)_Sinnan,248,230,260,298.35,11.72,1,30,245
10/13/2023,Onion (Rs/Kg)_Vedalan,364,340,380,298.35,11.72,1,40,360
10/13/2023,Rice (Rs/kg)_Samba 1,222,220,225,298.35,11.72,1,5,222.5
10/13/2023,Rice (Rs/kg)_Nadu 1,200,200,200,298.35,11.72,1,0,200
10/13/2023,Rice (Rs/kg)_Nadu 2,195,195,195,298.35,11.72,1,0,195
10/13/2023,Rice (Rs/kg)_Samba 2,215,215,215,298.35,11.72,1,0,215
10/13/2023,Pulses (Rs/Kg)_Green Gram,750,750,750,298.35,11.72,1,0,750
10/13/2023,Potatoes (Rs/Kg)_Nuwaraeliya,224,220,230,298.35,11.72,1,10,225
10/13/2023,Potatoes (Rs/Kg)_Welimada,188,180,200,298.35,11.72,1,20,190
10/13/2023,Pulses (Rs/Kg)_Red Dhal,289,285,295,298.35,11.72,1,10,290
10/13/2023,Pulses (Rs/Kg)_Cowpea,950,950,950,298.35,11.72,1,0,950
10/16/2023,Rice (Rs/kg)_Nadu 1,200,200,200,298.35,9.79,1,0,200
10/16/2023,Onion (Rs/Kg)_Sinnan,264,240,280,298.35,9.79,1,40,260
10/16/2023,Rice (Rs/kg)_Samba 1,223,220,225,298.35,9.79,1,5,222.5
10/16/2023,Rice (Rs/kg)_Samba 2,215,215,215,298.35,9.79,1,0,215
10/16/2023,Rice (Rs/kg)_Nadu 2,195,195,195,298.35,9.79,1,0,195
10/16/2023,Onion (Rs/Kg)_Vedalan,370,350,400,298.35,9.79,1,50,375
10/16/2023,Pulses (Rs/Kg)_Red Dhal,289,285,295,298.35,9.79,1,10,290
10/16/2023,Potatoes (Rs/Kg)_Welimada,208,200,220,298.35,9.79,1,20,210
10/16/2023,Potatoes (Rs/Kg)_Nuwaraeliya,234,230,240,298.35,9.79,1,10,235
10/16/2023,Pulses (Rs/Kg)_Green Gram,770,750,800,298.35,9.79,1,50,775
10/16/2023,Pulses (Rs/Kg)_Cowpea,950,950,950,298.35,9.79,1,0,950
10/17/2023,Rice (Rs/kg)_Nadu 1,200,200,200,298.35,18.95,1,0,200
10/17/2023,Rice (Rs/kg)_Nadu 2,195,195,195,298.35,18.95,1,0,195
10/17/2023,Onion (Rs/Kg)_Sinnan,242,230,260,298.35,18.95,1,30,245
10/17/2023,Rice (Rs/kg)_Samba 1,223,220,225,298.35,18.95,1,5,222.5
10/17/2023,Rice (Rs/kg)_Samba 2,215,215,215,298.35,18.95,1,0,215
10/17/2023,Onion (Rs/Kg)_Vedalan,370,350,400,298.35,18.95,1,50,375
10/17/2023,Potatoes (Rs/Kg)_Welimada,204,200,210,298.35,18.95,1,10,205
10/17/2023,Pulses (Rs/Kg)_Red Dhal,294,285,300,298.35,18.95,1,15,292.5
10/17/2023,Pulses (Rs/Kg)_Cowpea,950,950,950,298.35,18.95,1,0,950
10/17/2023,Potatoes (Rs/Kg)_Nuwaraeliya,226,220,230,298.35,18.95,1,10,225
10/17/2023,Pulses (Rs/Kg)_Green Gram,770,750,800,298.35,18.95,1,50,775
10/18/2023,Onion (Rs/Kg)_Vedalan,374,350,410,298.35,19.74,1,60,380
10/18/2023,Onion (Rs/Kg)_Sinnan,242,230,260,298.35,19.74,1,30,245
10/18/2023,Rice (Rs/kg)_Nadu 1,200,200,200,298.35,19.74,1,0,200
10/18/2023,Rice (Rs/kg)_Nadu 2,195,195,195,298.35,19.74,1,0,195
10/18/2023,Rice (Rs/kg)_Samba 1,223,220,225,298.35,19.74,1,5,222.5
10/18/2023,Potatoes (Rs/Kg)_Nuwaraeliya,206,200,210,298.35,19.74,1,10,205
10/18/2023,Rice (Rs/kg)_Samba 2,215,215,215,298.35,19.74,1,0,215
10/18/2023,Pulses (Rs/Kg)_Green Gram,770,750,800,298.35,19.74,1,50,775
10/18/2023,Pulses (Rs/Kg)_Red Dhal,291,285,295,298.35,19.74,1,10,290
10/18/2023,Pulses (Rs/Kg)_Cowpea,950,950,950,298.35,19.74,1,0,950
10/18/2023,Potatoes (Rs/Kg)_Welimada,176,170,180,298.35,19.74,1,10,175
10/19/2023,Onion (Rs/Kg)_Vedalan,384,360,420,298.35,18.22,1,60,390
10/19/2023,Rice (Rs/kg)_Samba 1,224,220,225,298.35,18.22,1,5,222.5
10/19/2023,Rice (Rs/kg)_Samba 2,216,215,218,298.35,18.22,1,3,216.5
10/19/2023,Rice (Rs/kg)_Nadu 1,200,200,200,298.35,18.22,1,0,200
10/19/2023,Potatoes (Rs/Kg)_Welimada,194,190,200,298.35,18.22,1,10,195
10/19/2023,Onion (Rs/Kg)_Sinnan,252,240,270,298.35,18.22,1,30,255
10/19/2023,Potatoes (Rs/Kg)_Nuwaraeliya,226,220,230,298.35,18.22,1,10,225
10/19/2023,Pulses (Rs/Kg)_Red Dhal,291,285,295,298.35,18.22,1,10,290
10/19/2023,Pulses (Rs/Kg)_Cowpea,950,950,950,298.35,18.22,1,0,950
10/19/2023,Pulses (Rs/Kg)_Green Gram,770,750,800,298.35,18.22,1,50,775
10/19/2023,Rice (Rs/kg)_Nadu 2,195,195,195,298.35,18.22,1,0,195
10/20/2023,Rice (Rs/kg)_Nadu 1,200,200,200,298.35,16.68,1,0,200
10/20/2023,Onion (Rs/Kg)_Sinnan,242,230,260,298.35,16.68,1,30,245
10/20/2023,Rice (Rs/kg)_Samba 2,220,220,220,298.35,16.68,1,0,220
10/20/2023,Rice (Rs/kg)_Samba 1,225,225,225,298.35,16.68,1,0,225
10/20/2023,Onion (Rs/Kg)_Vedalan,398,380,410,298.35,16.68,1,30,395
10/20/2023,Rice (Rs/kg)_Nadu 2,196,195,198,298.35,16.68,1,3,196.5
10/20/2023,Potatoes (Rs/Kg)_Nuwaraeliya,226,220,230,298.35,16.68,1,10,225
10/20/2023,Pulses (Rs/Kg)_Green Gram,770,750,800,298.35,16.68,1,50,775
10/20/2023,Potatoes (Rs/Kg)_Welimada,194,190,200,298.35,16.68,1,10,195
10/20/2023,Pulses (Rs/Kg)_Red Dhal,291,285,300,298.35,16.68,1,15,292.5
10/20/2023,Pulses (Rs/Kg)_Cowpea,950,950,950,298.35,16.68,1,0,950
10/23/2023,Rice (Rs/kg)_Samba 1,227,225,230,298.35,35.25,1,5,227.5
10/23/2023,Onion (Rs/Kg)_Vedalan,370,350,400,298.35,35.25,1,50,375
10/23/2023,Pulses (Rs/Kg)_Cowpea,950,950,950,298.35,35.25,1,0,950
10/23/2023,Rice (Rs/kg)_Nadu 1,202,200,205,298.35,35.25,1,5,202.5
10/23/2023,Rice (Rs/kg)_Samba 2,220,220,220,298.35,35.25,1,0,220
10/23/2023,Potatoes (Rs/Kg)_Nuwaraeliya,234,230,240,298.35,35.25,1,10,235
10/23/2023,Potatoes (Rs/Kg)_Welimada,214,210,220,298.35,35.25,1,10,215
10/23/2023,Rice (Rs/kg)_Nadu 2,195,195,195,298.35,35.25,1,0,195
10/23/2023,Pulses (Rs/Kg)_Green Gram,770,750,800,298.35,35.25,1,50,775
10/23/2023,Pulses (Rs/Kg)_Red Dhal,296,290,300,298.35,35.25,1,10,295
10/24/2023,Rice (Rs/kg)_Samba 1,227.6,225,230,298.35,5.12,1,5,227.5
10/24/2023,Potatoes (Rs/Kg)_Welimada,186,180,190,298.35,5.12,1,10,185
10/24/2023,Rice (Rs/kg)_Nadu 1,202,200,205,298.35,5.12,1,5,202.5
10/24/2023,Rice (Rs/kg)_Nadu 2,195.8,195,197,298.35,5.12,1,2,196
10/24/2023,Rice (Rs/kg)_Samba 2,220,220,220,298.35,5.12,1,0,220
10/24/2023,Onion (Rs/Kg)_Vedalan,374,350,410,298.35,5.12,1,60,380
10/24/2023,Pulses (Rs/Kg)_Cowpea,954,950,960,298.35,5.12,1,10,955
10/24/2023,Potatoes (Rs/Kg)_Nuwaraeliya,216,210,220,298.35,5.12,1,10,215
10/24/2023,Pulses (Rs/Kg)_Red Dhal,294,285,300,298.35,5.12,1,15,292.5
10/24/2023,Pulses (Rs/Kg)_Green Gram,770,750,800,298.35,5.12,1,50,775
10/25/2023,Onion (Rs/Kg)_Vedalan,374,350,410,298.35,5.92,1,60,380
10/25/2023,Rice (Rs/kg)_Samba 1,226.2,225,228,298.35,5.92,1,3,226.5
10/25/2023,Rice (Rs/kg)_Nadu 1,201,200,205,298.35,5.92,1,5,202.5
10/25/2023,Rice (Rs/kg)_Samba 2,220,220,220,298.35,5.92,1,0,220
10/25/2023,Rice (Rs/kg)_Nadu 2,195.4,195,197,298.35,5.92,1,2,196
10/25/2023,Pulses (Rs/Kg)_Red Dhal,296,290,300,298.35,5.92,1,10,295
10/25/2023,Potatoes (Rs/Kg)_Nuwaraeliya,216,210,220,298.35,5.92,1,10,215
10/25/2023,Pulses (Rs/Kg)_Green Gram,754,750,760,298.35,5.92,1,10,755
10/25/2023,Pulses (Rs/Kg)_Cowpea,950,950,950,298.35,5.92,1,0,950
10/25/2023,Potatoes (Rs/Kg)_Welimada,194,190,200,298.35,5.92,1,10,195
10/26/2023,Rice (Rs/kg)_Samba 1,226.6,225,230,298.35,1.88,1,5,227.5
10/26/2023,Onion (Rs/Kg)_Vedalan,392,350,420,298.35,1.88,1,70,385
10/26/2023,Rice (Rs/kg)_Samba 2,220,220,220,298.35,1.88,1,0,220
10/26/2023,Rice (Rs/kg)_Nadu 1,201,200,205,298.35,1.88,1,5,202.5
10/26/2023,Rice (Rs/kg)_Nadu 2,196,195,198,298.35,1.88,1,3,196.5
10/26/2023,Pulses (Rs/Kg)_Red Dhal,291,285,295,298.35,1.88,1,10,290
10/26/2023,Potatoes (Rs/Kg)_Nuwaraeliya,204,200,210,298.35,1.88,1,10,205
10/26/2023,Pulses (Rs/Kg)_Cowpea,956,950,960,298.35,1.88,1,10,955
10/26/2023,Potatoes (Rs/Kg)_Welimada,176,170,180,298.35,1.88,1,10,175
10/26/2023,Pulses (Rs/Kg)_Green Gram,770,750,800,298.35,1.88,1,50,775
10/27/2023,Pulses (Rs/Kg)_Cowpea,950,950,950,298.35,4.71,1,0,950
10/27/2023,Rice (Rs/kg)_Nadu 2,196,195,198,298.35,4.71,1,3,196.5
10/27/2023,Rice (Rs/kg)_Nadu 1,203,200,205,298.35,4.71,1,5,202.5
10/27/2023,Rice (Rs/kg)_Samba 2,220,220,220,298.35,4.71,1,0,220
10/27/2023,Onion (Rs/Kg)_Vedalan,392,350,420,298.35,4.71,1,70,385
10/27/2023,Pulses (Rs/Kg)_Red Dhal,291,285,295,298.35,4.71,1,10,290
10/27/2023,Pulses (Rs/Kg)_Green Gram,770,750,800,298.35,4.71,1,50,775
10/27/2023,Rice (Rs/kg)_Samba 1,226.2,225,228,298.35,4.71,1,3,226.5
10/27/2023,Potatoes (Rs/Kg)_Welimada,206,200,210,298.35,4.71,1,10,205
10/27/2023,Potatoes (Rs/Kg)_Nuwaraeliya,234,230,240,298.35,4.71,1,10,235
10/30/2023,Onion (Rs/Kg)_Vedalan,476,440,500,298.35,23.87,1,60,470
10/30/2023,Rice (Rs/kg)_Samba 2,220,220,220,298.35,23.87,1,0,220
10/30/2023,Rice (Rs/kg)_Nadu 1,207,205,210,298.35,23.87,1,5,207.5
10/30/2023,Rice (Rs/kg)_Samba 1,227,225,230,298.35,23.87,1,5,227.5
10/30/2023,Rice (Rs/kg)_Nadu 2,200,200,200,298.35,23.87,1,0,200
10/30/2023,Potatoes (Rs/Kg)_Welimada,186,180,190,298.35,23.87,1,10,185
10/30/2023,Potatoes (Rs/Kg)_Nuwaraeliya,216,210,220,298.35,23.87,1,10,215
10/30/2023,Pulses (Rs/Kg)_Green Gram,770,750,800,298.35,23.87,1,50,775
10/30/2023,Pulses (Rs/Kg)_Red Dhal,296,290,300,298.35,23.87,1,10,295
10/30/2023,Pulses (Rs/Kg)_Cowpea,950,950,950,298.35,23.87,1,0,950
10/31/2023,Rice (Rs/kg)_Samba 1,227.6,225,230,298.35,43.08,1,5,227.5
10/31/2023,Rice (Rs/kg)_Nadu 1,207,205,210,298.35,43.08,1,5,207.5
10/31/2023,Rice (Rs/kg)_Nadu 2,200,200,200,298.35,43.08,1,0,200
10/31/2023,Onion (Rs/Kg)_Vedalan,480,450,500,298.35,43.08,1,50,475
10/31/2023,Rice (Rs/kg)_Samba 2,220,220,220,298.35,43.08,1,0,220
10/31/2023,Pulses (Rs/Kg)_Green Gram,770,750,800,298.35,43.08,1,50,775
10/31/2023,Pulses (Rs/Kg)_Red Dhal,296,290,300,298.35,43.08,1,10,295
10/31/2023,Pulses (Rs/Kg)_Cowpea,950,950,950,298.35,43.08,1,0,950
10/31/2023,Potatoes (Rs/Kg)_Welimada,196,190,200,298.35,43.08,1,10,195
10/31/2023,Potatoes (Rs/Kg)_Nuwaraeliya,224,220,230,298.35,43.08,1,10,225
11/1/2023,Rice (Rs/kg)_Nadu 1,207,205,210,299.39,13.53,1,5,207.5
11/1/2023,Rice (Rs/kg)_Nadu 2,200,200,200,299.39,13.53,1,0,200
11/1/2023,Onion (Rs/Kg)_Vedalan,480,450,500,299.39,13.53,1,50,475
11/1/2023,Rice (Rs/kg)_Samba 2,220,220,220,299.39,13.53,1,0,220
11/1/2023,Rice (Rs/kg)_Samba 1,227.6,225,230,299.39,13.53,1,5,227.5
11/1/2023,Pulses (Rs/Kg)_Green Gram,770,750,800,299.39,13.53,1,50,775
11/1/2023,Potatoes (Rs/Kg)_Nuwaraeliya,224,220,230,299.39,13.53,1,10,225
11/1/2023,Pulses (Rs/Kg)_Cowpea,950,950,950,299.39,13.53,1,0,950
11/1/2023,Potatoes (Rs/Kg)_Welimada,196,190,200,299.39,13.53,1,10,195
11/1/2023,Pulses (Rs/Kg)_Red Dhal,296,290,300,299.39,13.53,1,10,295
11/2/2023,Rice (Rs/kg)_Samba 1,228.8,228,230,299.39,15.92,1,2,229
11/2/2023,Rice (Rs/kg)_Nadu 1,207,205,210,299.39,15.92,1,5,207.5
11/2/2023,Onion (Rs/Kg)_Vedalan,468,450,480,299.39,15.92,1,30,465
11/2/2023,Rice (Rs/kg)_Nadu 2,200,200,200,299.39,15.92,1,0,200
11/2/2023,Potatoes (Rs/Kg)_Welimada,204,200,210,299.39,15.92,1,10,205
11/2/2023,Rice (Rs/kg)_Samba 2,220.8,220,222,299.39,15.92,1,2,221
11/2/2023,Pulses (Rs/Kg)_Cowpea,950,950,950,299.39,15.92,1,0,950
11/2/2023,Potatoes (Rs/Kg)_Nuwaraeliya,224,220,230,299.39,15.92,1,10,225
11/2/2023,Pulses (Rs/Kg)_Green Gram,730,700,750,299.39,15.92,1,50,725
11/2/2023,Pulses (Rs/Kg)_Red Dhal,291,285,300,299.39,15.92,1,15,292.5
11/3/2023,Onion (Rs/Kg)_Vedalan,390,360,410,299.39,29.61,1,50,385
11/3/2023,Rice (Rs/kg)_Nadu 2,200.4,200,202,299.39,29.61,1,2,201
11/3/2023,Rice (Rs/kg)_Samba 2,220.8,220,222,299.39,29.61,1,2,221
11/3/2023,Rice (Rs/kg)_Nadu 1,207,205,210,299.39,29.61,1,5,207.5
11/3/2023,Rice (Rs/kg)_Samba 1,228.2,225,230,299.39,29.61,1,5,227.5
11/3/2023,Pulses (Rs/Kg)_Red Dhal,294,285,300,299.39,29.61,1,15,292.5
11/3/2023,Potatoes (Rs/Kg)_Nuwaraeliya,236,230,240,299.39,29.61,1,10,235
11/3/2023,Pulses (Rs/Kg)_Green Gram,720,700,750,299.39,29.61,1,50,725
11/3/2023,Potatoes (Rs/Kg)_Welimada,216,210,220,299.39,29.61,1,10,215
11/3/2023,Pulses (Rs/Kg)_Cowpea,950,950,950,299.39,29.61,1,0,950
11/6/2023,Rice (Rs/kg)_Samba 1,229,228,230,299.39,22.73,1,2,229
11/6/2023,Rice (Rs/kg)_Samba 2,224.25,222,225,299.39,22.73,1,3,223.5
11/6/2023,Rice (Rs/kg)_Nadu 2,200,200,200,299.39,22.73,1,0,200
11/6/2023,Pulses (Rs/Kg)_Cowpea,950,950,950,299.39,22.73,1,0,950
11/6/2023,Onion (Rs/Kg)_Vedalan,404,350,440,299.39,22.73,1,90,395
11/6/2023,Rice (Rs/kg)_Nadu 1,207,205,210,299.39,22.73,1,5,207.5
11/6/2023,Pulses (Rs/Kg)_Red Dhal,294,285,300,299.39,22.73,1,15,292.5
11/6/2023,Pulses (Rs/Kg)_Green Gram,720,700,750,299.39,22.73,1,50,725
11/6/2023,Potatoes (Rs/Kg)_Welimada,224,220,230,299.39,22.73,1,10,225
11/6/2023,Potatoes (Rs/Kg)_Nuwaraeliya,244,240,250,299.39,22.73,1,10,245
11/7/2023,Rice (Rs/kg)_Samba 1,228.6,227,230,299.39,15.46,1,3,228.5
11/7/2023,Onion (Rs/Kg)_Vedalan,414,360,450,299.39,15.46,1,90,405
11/7/2023,Rice (Rs/kg)_Nadu 2,205,205,205,299.39,15.46,1,0,205
11/7/2023,Rice (Rs/kg)_Nadu 1,210,210,210,299.39,15.46,1,0,210
11/7/2023,Rice (Rs/kg)_Samba 2,225,225,225,299.39,15.46,1,0,225
11/7/2023,Potatoes (Rs/Kg)_Welimada,234,230,240,299.39,15.46,1,10,235
11/7/2023,Pulses (Rs/Kg)_Cowpea,950,950,950,299.39,15.46,1,0,950
11/7/2023,Potatoes (Rs/Kg)_Nuwaraeliya,256,250,260,299.39,15.46,1,10,255
11/7/2023,Pulses (Rs/Kg)_Red Dhal,294,285,300,299.39,15.46,1,15,292.5
11/7/2023,Pulses (Rs/Kg)_Green Gram,720,700,750,299.39,15.46,1,50,725
11/8/2023,Rice (Rs/kg)_Nadu 1,210,210,210,299.39,20.07,1,0,210
11/8/2023,Rice (Rs/kg)_Nadu 2,205,205,205,299.39,20.07,1,0,205
11/8/2023,Rice (Rs/kg)_Samba 1,228.6,227,230,299.39,20.07,1,3,228.5
11/8/2023,Rice (Rs/kg)_Samba 2,225,225,225,299.39,20.07,1,0,225
11/8/2023,Onion (Rs/Kg)_Vedalan,398,350,430,299.39,20.07,1,80,390
11/8/2023,Potatoes (Rs/Kg)_Nuwaraeliya,256,250,260,299.39,20.07,1,10,255
11/8/2023,Pulses (Rs/Kg)_Green Gram,720,700,750,299.39,20.07,1,50,725
11/8/2023,Pulses (Rs/Kg)_Red Dhal,296,290,300,299.39,20.07,1,10,295
11/8/2023,Potatoes (Rs/Kg)_Welimada,234,230,240,299.39,20.07,1,10,235
11/8/2023,Pulses (Rs/Kg)_Cowpea,950,950,950,299.39,20.07,1,0,950
11/9/2023,Pulses (Rs/Kg)_Cowpea,950,950,950,299.39,29.62,1,0,950
11/9/2023,Potatoes (Rs/Kg)_Nuwaraeliya,256,250,260,299.39,29.62,1,10,255
11/9/2023,Onion (Rs/Kg)_Vedalan,410,350,450,299.39,29.62,1,100,400
11/9/2023,Rice (Rs/kg)_Samba 1,228.8,228,230,299.39,29.62,1,2,229
11/9/2023,Rice (Rs/kg)_Samba 2,225,225,225,299.39,29.62,1,0,225
11/9/2023,Rice (Rs/kg)_Nadu 1,210,210,210,299.39,29.62,1,0,210
11/9/2023,Pulses (Rs/Kg)_Red Dhal,296,290,300,299.39,29.62,1,10,295
11/9/2023,Pulses (Rs/Kg)_Green Gram,720,700,750,299.39,29.62,1,50,725
11/9/2023,Potatoes (Rs/Kg)_Welimada,234,230,240,299.39,29.62,1,10,235
11/9/2023,Rice (Rs/kg)_Nadu 2,205,205,205,299.39,29.62,1,0,205
11/10/2023,Onion (Rs/Kg)_Vedalan,386,350,410,299.39,21.85,1,60,380
11/10/2023,Rice (Rs/kg)_Samba 2,225,225,225,299.39,21.85,1,0,225
11/10/2023,Rice (Rs/kg)_Samba 1,228.8,228,230,299.39,21.85,1,2,229
11/10/2023,Potatoes (Rs/Kg)_Nuwaraeliya,256,250,260,299.39,21.85,1,10,255
11/10/2023,Rice (Rs/kg)_Nadu 1,210,210,210,299.39,21.85,1,0,210
11/10/2023,Rice (Rs/kg)_Nadu 2,205,205,205,299.39,21.85,1,0,205
11/10/2023,Pulses (Rs/Kg)_Red Dhal,300,300,300,299.39,21.85,1,0,300
11/10/2023,Pulses (Rs/Kg)_Cowpea,950,950,950,299.39,21.85,1,0,950
11/10/2023,Potatoes (Rs/Kg)_Welimada,234,230,240,299.39,21.85,1,10,235
11/10/2023,Pulses (Rs/Kg)_Green Gram,720,700,750,299.39,21.85,1,50,725
11/13/2023,Rice (Rs/kg)_Samba 1,229.2,228,230,299.39,10.99,1,2,229
11/13/2023,Rice (Rs/kg)_Nadu 1,210,210,210,299.39,10.99,1,0,210
11/13/2023,Rice (Rs/kg)_Nadu 2,205,205,205,299.39,10.99,1,0,205
11/13/2023,Rice (Rs/kg)_Samba 2,225,225,225,299.39,10.99,1,0,225
11/13/2023,Pulses (Rs/Kg)_Red Dhal,296,290,300,299.39,10.99,1,10,295
11/13/2023,Pulses (Rs/Kg)_Green Gram,720,700,750,299.39,10.99,1,50,725
11/13/2023,Pulses (Rs/Kg)_Cowpea,950,950,950,299.39,10.99,1,0,950
11/13/2023,Potatoes (Rs/Kg)_Nuwaraeliya,282,270,290,299.39,10.99,1,20,280
11/13/2023,Potatoes (Rs/Kg)_Welimada,254,250,260,299.39,10.99,1,10,255
11/14/2023,Rice (Rs/kg)_Samba 1,229.6,228,230,299.39,6.77,1,2,229
11/14/2023,Rice (Rs/kg)_Nadu 2,205,205,205,299.39,6.77,1,0,205
11/14/2023,Rice (Rs/kg)_Nadu 1,210,210,210,299.39,6.77,1,0,210
11/14/2023,Rice (Rs/kg)_Samba 2,225,225,225,299.39,6.77,1,0,225
11/14/2023,Potatoes (Rs/Kg)_Welimada,254,250,260,299.39,6.77,1,10,255
11/14/2023,Pulses (Rs/Kg)_Red Dhal,296,290,300,299.39,6.77,1,10,295
11/14/2023,Potatoes (Rs/Kg)_Nuwaraeliya,276,270,280,299.39,6.77,1,10,275
11/14/2023,Pulses (Rs/Kg)_Cowpea,960,950,975,299.39,6.77,1,25,962.5
11/14/2023,Pulses (Rs/Kg)_Green Gram,720,700,750,299.39,6.77,1,50,725
11/15/2023,Rice (Rs/kg)_Samba 2,225,225,225,299.39,6.9,1,0,225
11/15/2023,Rice (Rs/kg)_Nadu 1,211.25,210,215,299.39,6.9,1,5,212.5
11/15/2023,Rice (Rs/kg)_Samba 1,229.6,228,230,299.39,6.9,1,2,229
11/15/2023,Pulses (Rs/Kg)_Cowpea,962,950,970,299.39,6.9,1,20,960
11/15/2023,Potatoes (Rs/Kg)_Welimada,254,250,260,299.39,6.9,1,10,255
11/15/2023,Rice (Rs/kg)_Nadu 2,205,205,205,299.39,6.9,1,0,205
11/15/2023,Pulses (Rs/Kg)_Red Dhal,298,295,300,299.39,6.9,1,5,297.5
11/15/2023,Pulses (Rs/Kg)_Green Gram,720,700,750,299.39,6.9,1,50,725
11/15/2023,Potatoes (Rs/Kg)_Nuwaraeliya,276,270,280,299.39,6.9,1,10,275
11/16/2023,Rice (Rs/kg)_Samba 2,225,225,225,299.39,1.83,1,0,225
11/16/2023,Rice (Rs/kg)_Samba 1,230,230,230,299.39,1.83,1,0,230
11/16/2023,Pulses (Rs/Kg)_Red Dhal,298,295,300,299.39,1.83,1,5,297.5
11/16/2023,Potatoes (Rs/Kg)_Welimada,244,240,250,299.39,1.83,1,10,245
11/16/2023,Rice (Rs/kg)_Nadu 1,212,210,215,299.39,1.83,1,5,212.5
11/16/2023,Rice (Rs/kg)_Nadu 2,205.4,205,206,299.39,1.83,1,1,205.5
11/16/2023,Pulses (Rs/Kg)_Green Gram,750,750,750,299.39,1.83,1,0,750
11/16/2023,Pulses (Rs/Kg)_Cowpea,950,950,950,299.39,1.83,1,0,950
11/16/2023,Potatoes (Rs/Kg)_Nuwaraeliya,264,260,270,299.39,1.83,1,10,265
11/17/2023,Rice (Rs/kg)_Samba 2,225,225,225,299.39,9.87,1,0,225
11/17/2023,Rice (Rs/kg)_Nadu 1,212,210,215,299.39,9.87,1,5,212.5
11/17/2023,Rice (Rs/kg)_Samba 1,229.6,228,230,299.39,9.87,1,2,229
11/17/2023,Rice (Rs/kg)_Nadu 2,205.4,205,206,299.39,9.87,1,1,205.5
11/17/2023,Onion (Rs/Kg)_Vedalan,365,350,380,299.39,9.87,1,30,365
11/17/2023,Potatoes (Rs/Kg)_Welimada,276,270,280,299.39,9.87,1,10,275
11/17/2023,Pulses (Rs/Kg)_Cowpea,950,950,950,299.39,9.87,1,0,950
11/17/2023,Pulses (Rs/Kg)_Red Dhal,298,295,300,299.39,9.87,1,5,297.5
11/17/2023,Pulses (Rs/Kg)_Green Gram,730,700,750,299.39,9.87,1,50,725
11/17/2023,Potatoes (Rs/Kg)_Nuwaraeliya,296,290,300,299.39,9.87,1,10,295
11/20/2023,Rice (Rs/kg)_Samba 2,225,225,225,299.39,13.01,1,0,225
11/20/2023,Rice (Rs/kg)_Nadu 2,205,205,205,299.39,13.01,1,0,205
11/20/2023,Rice (Rs/kg)_Nadu 1,212,210,215,299.39,13.01,1,5,212.5
11/20/2023,Onion (Rs/Kg)_Vedalan,365,350,380,299.39,13.01,1,30,365
11/20/2023,Rice (Rs/kg)_Samba 1,230,230,230,299.39,13.01,1,0,230
11/20/2023,Pulses (Rs/Kg)_Cowpea,956,950,960,299.39,13.01,1,10,955
11/20/2023,Pulses (Rs/Kg)_Green Gram,750,750,750,299.39,13.01,1,0,750
11/20/2023,Pulses (Rs/Kg)_Red Dhal,298,295,300,299.39,13.01,1,5,297.5
11/20/2023,Potatoes (Rs/Kg)_Welimada,276,270,280,299.39,13.01,1,10,275
11/20/2023,Potatoes (Rs/Kg)_Nuwaraeliya,314,310,320,299.39,13.01,1,10,315
11/21/2023,Rice (Rs/kg)_Samba 2,225.4,225,226,299.39,12.33,1,1,225.5
11/21/2023,Pulses (Rs/Kg)_Red Dhal,296,290,300,299.39,12.33,1,10,295
11/21/2023,Rice (Rs/kg)_Nadu 2,205,205,205,299.39,12.33,1,0,205
11/21/2023,Pulses (Rs/Kg)_Cowpea,960,950,970,299.39,12.33,1,20,960
11/21/2023,Rice (Rs/kg)_Nadu 1,211,210,215,299.39,12.33,1,5,212.5
11/21/2023,Potatoes (Rs/Kg)_Nuwaraeliya,294,290,300,299.39,12.33,1,10,295
11/21/2023,Pulses (Rs/Kg)_Green Gram,750,750,750,299.39,12.33,1,0,750
11/21/2023,Rice (Rs/kg)_Samba 1,230,230,230,299.39,12.33,1,0,230
11/21/2023,Potatoes (Rs/Kg)_Welimada,254,250,260,299.39,12.33,1,10,255
11/22/2023,Rice (Rs/kg)_Samba 1,230.6,230,233,299.39,38.34,1,3,231.5
11/22/2023,Rice (Rs/kg)_Nadu 2,205.2,205,206,299.39,38.34,1,1,205.5
11/22/2023,Rice (Rs/kg)_Samba 2,225.25,225,226,299.39,38.34,1,1,225.5
11/22/2023,Potatoes (Rs/Kg)_Welimada,246,240,250,299.39,38.34,1,10,245
11/22/2023,Rice (Rs/kg)_Nadu 1,212.6,210,215,299.39,38.34,1,5,212.5
11/22/2023,Potatoes (Rs/Kg)_Nuwaraeliya,276,270,280,299.39,38.34,1,10,275
11/22/2023,Pulses (Rs/Kg)_Red Dhal,296,290,300,299.39,38.34,1,10,295
11/22/2023,Pulses (Rs/Kg)_Cowpea,950,950,950,299.39,38.34,1,0,950
11/22/2023,Pulses (Rs/Kg)_Green Gram,730,700,750,299.39,38.34,1,50,725
11/23/2023,Rice (Rs/kg)_Samba 1,231.2,230,233,299.39,9.14,1,3,231.5
11/23/2023,Rice (Rs/kg)_Nadu 1,212,210,215,299.39,9.14,1,5,212.5
11/23/2023,Rice (Rs/kg)_Samba 2,225.4,225,226,299.39,9.14,1,1,225.5
